forecast_name,target_location,forecast_start_date,forecast_end_date,metric_name,vertical,log_cat,excluded_locations,control_locations,platform,custom_sql,covariates_sql,fbprophet_params,ci_control_locations,ci_covariates
goods_2022_01_delivery_clusters,"Саратовская область,Новосибирская область,Смоленская область",2022-01-01,2022-01-23,paid_orders,General,Any,-none-,"Самарская область,Орловская область,Бурятия",,"select  create_date::date as ds
    , case when 'Саратовская область,Новосибирская область,Смоленская область' like '%'||cl.region||'%' then 'target' 
        else cl.region        end as region
    , count(distinct co.deliveryorder_id) as y        
from dma.current_order  co
join DMA.current_order_item
    using(deliveryorder_id)
join dma.current_microcategories cm
    using(microcat_id)
join dma.current_locations cl 
    on  co.buyer_location_id = cl.location_id
where     true
    and ('Самарская область,Орловская область,Бурятия' like '%'||cl.region||'%' or 'Саратовская область,Новосибирская область,Смоленская область' like '%'||cl.region||'%')
    and create_date > current_date - 366*4
    and pay_date is not null
    and vertical = 'General'
group by 1,2 ","select create_date::date as ds, avg(delivery_revenue) as delivery_price, case when create_date::date>'2021-10-16' then 1 else 0 end as after_test_period from dma.current_order where workflow = 'delivery-c2c' and perform_date is not null and create_date::date >= '2019-01-01' group by 1,3 order by 1","{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.9, 'growth': 'linear', 'holidays_prior_scale': 0.1}",,
goods.spareparts_vladiv_apr_aug_22,Владивосток,2022-04-21,2022-08-31,proxy_deals,General,Any,"Бурятия,Саха (Якутия),Забайкальский край,Камчатский край,Приморский край,Хабаровский край,Амурская область,Магаданская область,Сахалинская область,Еврейская АО,Чукотский АО",,,"with items as
(
    select Item_id, city, region       
    from DMA.current_item sie 
    join DMA.current_microcategories cm on cm.microcat_id = sie.microcat_id 
    join DMA.current_locations cl on cl.location_id = sie.location_id -- в gmv_deals_proxy не нашла Location_id поэтому оставила current_item
    where  StartTime::date >= '20190101'
            -- and vertical = 'SpareParts'
            and vertical = 'General'
            and country = 'все регионы'
            and (city = 'Владивосток' 
                or region not in ('Бурятия', 'Саха (Якутия)', 'Забайкальский край', 'Камчатский край', 'Приморский край', 'Хабаровский край', 
                                'Амурская область', 'Магаданская область', 'Сахалинская область', 'Еврейская АО', 'Чукотский АО'))
            and not isDead
            and user_id not in (select user_id from dma.current_user where isTest)
)
select event_date::date as ds,
    (case when city = 'Владивосток' then 'target' else region end) as region,
    sum(proxy_deals) as y 
from DMA.gmv_deals_proxy dp 
join items using (item_id)
where  event_date::date >= '20190101'
group by 1,2
order by 1,2",,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.9, 'growth': 'linear', 'holidays_prior_scale': 1.0}","cl_Владимирская область,cl_Новгородская область,cl_Кабардино-Балкария",
goods_2022_04_delivery_to_sellers,"Новосибирская область,Пермский край,Дагестан,Ульяновская область,Тверская область,Чувашия,Калужская область,Липецкая область,Саха (Якутия),Республика Алтай",2022-04-01,2022-04-24,orders_confirmed,General,Any,"Башкортостан,Воронежская область,Кемеровская область,Рязанская область,Мурманская область,Смоленская область,Томская область,Камчатский край,Еврейская АО,Магаданская область",,,"select  create_date::date as ds
        , case when 'Новосибирская область,Пермский край,Дагестан,Ульяновская область,Тверская область,Чувашия,Калужская область,Липецкая область,Саха (Якутия),Республика Алтай' like '%'||cl.region||'%' then 'target' 
            else cl.region        end as region
        , count(distinct co.deliveryorder_id) as y        
    from dma.current_order  co
    join DMA.current_order_item
        using(deliveryorder_id)
    join dma.current_microcategories cm
        using(microcat_id)
    join dma.current_locations cl 
        on  co.buyer_location_id = cl.location_id
    where     true
        and 'Башкортостан,Воронежская область,Кемеровская область,Рязанская область,Мурманская область,Смоленская область,Томская область,Камчатский край,Еврейская АО,Магаданская область' not like '%'||cl.region||'%'
        and create_date > current_date - 366*3 -50
        and confirm_date is not null
        and vertical = 'General'
    group by 1,2   ",,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.9, 'growth': 'linear', 'holidays_prior_scale': 1.0}","cl_Чеченская Республика,cl_Нижегородская область,cl_Забайкальский край,cl_Татарстан,cl_Вологодская область,cl_Псковская область,cl_Карачаево-Черкесия",
job_b2c_regions_ekb_nsb_oct-nov_2022,Свердловская область,2022-10-10,2022-11-30,buyers,Jobs,Jobs.Vacancies,Новосибирская область,,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.9, 'growth': 'linear', 'holidays_prior_scale': 1.0}","cl_Балашиха,cl_Ямало-Ненецкий АО,cl_Рязань,cl_Йошкар-Ола",
re_rre_2023_01_16_market_price,"Москва,Московская область",2023-01-16,2023-03-31,item_view,Realty,Realty.SecondarySell,-none-,,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.9, 'growth': 'linear', 'holidays_prior_scale': 10.0}",,
Auto_Autoteka_Feb_Mar_22,"Екатеринбург,Тюмень,Омск,Курган,Сургут",2022-02-21,2022-03-31,items_started,Transport,Transport.UsedCars,-none-,,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.9, 'growth': 'linear', 'holidays_prior_scale': 10.0}",cl_Чеченская Республика,
Goods_Новые вещи_9_22_fed_roi,Any,2022-09-19,2022-10-31,buyers,General,Any,-none-,,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.9, 'growth': 'linear', 'holidays_prior_scale': 10.0}",,
goods.spareparts_vladiv_buyers_jul_aug_22,Владивосток,2022-07-20,2022-08-31,paid_orders,General,Any,"Бурятия,Саха (Якутия),Забайкальский край,Камчатский край,Приморский край,Хабаровский край,Амурская область,Магаданская область,Сахалинская область,Еврейская АО,Чукотский АО",,,"select  pay_date::date as ds
        , (case when city = 'Владивосток' then 'target' else region end) as region
        , count(distinct co.deliveryorder_id) as y       
    from dma.current_order  co
    join DMA.current_order_item
        using(deliveryorder_id)
    join dma.current_microcategories cm
        using(microcat_id)
    join dma.current_locations cl
        using(Location_id)
    where create_date >= '20190101'
        and pay_date is not null
        -- and vertical = 'SpareParts'
        and vertical = 'General'
        and country = 'все регионы'
        and (city = 'Владивосток' 
            or region not in ('Бурятия', 'Саха (Якутия)', 'Забайкальский край', 'Камчатский край', 'Приморский край', 'Хабаровский край', 
                            'Амурская область', 'Магаданская область', 'Сахалинская область', 'Еврейская АО', 'Чукотский АО'))
        and not is_test
    group by 1,2
    order by 1,2",,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.9, 'growth': 'linear', 'holidays_prior_scale': 10.0}",cl_Крым,
goods_2022_03_summer_things,"Свердловская область,Кемеровская область,Воронежская область,Чеченская Республика,Владимирская область,Вологодская область,Саха (Якутия),Смоленская область,Северная Осетия,Псковская область,Ингушетия,Ненецкий АО",2022-03-17,2022-03-31,items_started,General,General.Fashion,"Челябинская область,Нижегородская область,Алтайский край,Приморский край,Ярославская область,Кировская область,Липецкая область,Рязанская область,Ивановская область,Амурская область,Карачаево-Черкесия,Магаданская область,Башкортостан,Красноярский край,Саратовская область,Ханты-Мансийский АО,Чувашия,Пензенская область,Калужская область,Мордовия,Ямало-Ненецкий АО,Новгородская область,Сахалинская область,Чукотский АО,Самарская область,Ставропольский край,Омская область,Оренбургская область,Тюменская область,Тверская область,Архангельская область,Забайкальский край,Бурятия,Курганская область,Камчатский край,Тыва,Татарстан,Дагестан,Иркутская область,Хабаровский край,Калининградская область,Тамбовская область,Коми,Мурманская область,Кабардино-Балкария,Хакасия,Костромская область,Москва,Санкт-Петербург,Московская область,Краснодарский край,Ростовская область,Волгоградская область,Крым,Ленинградская область,Белгородская область,Курская область,Брянская область,Астраханская область,Орловская область,Адыгея,Калмыкия",,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.95, 'growth': 'linear', 'holidays_prior_scale': 0.01}","cl_Москва,cl_Удмуртия,cl_Тульская область,cl_Пермский край,cl_Новосибирская область",
CPT_goods_2022_hobby,"Владимирская область,Калужская область, Нижегородская область, Ростовская область,  Самарская область,Свердловская область, Тверская область,Тульская область,Ярославская область",2022-10-06,2022-10-20,items_reactivated_with_delivery_share,General,General.Hobby,-none-,,,"select activation_time::date as ds
    , case when 'Владимирская область,Калужская область, Нижегородская область, Ростовская область,  Самарская область,Свердловская область, Тверская область,Тульская область,Ярославская область' like '%'||cl.region||'%' then 'target' 
        else cl.region end as region
    , count(distinct case when isDeliveryActive is true then ia.item_id end)/count(distinct ia.item_id)*100 as y
from DMA.item_activations ia 
join dma.current_item using(Item_id)
join dma.current_locations cl using(Location_id)
join dma.current_microcategories using(microcat_id) 
where is_item_start = false
and is_after_ttl = true
and activation_time::date >= '2018-07-20' 
and (subcategory_id = 37 or subcategory_id = 52) 
group by 1,2",,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.95, 'growth': 'linear', 'holidays_prior_scale': 0.01}",cl_Воронежская область,
services_regional_onlymedia_09_01,"Краснодарский край,Свердловская область,Тюменская область",2022-09-07,2022-10-07,buyers,Services,Any,"Татарстан,Приморский край,Красноярский край,Ленинградская область,Ростовская область,Санкт-Петербург",,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.95, 'growth': 'linear', 'holidays_prior_scale': 0.1}","cl_Адыгея,cl_Саратов,cl_Нижний Новгород,cl_Грозный,cl_Новосибирск,cl_Рыбинск,cl_Томск",
goods_2021_08_back2school,"Москва,Московская область",2021-08-16,2021-09-09,paid_orders,General,"General.Electronics,General.Fashion,General.GoodsForChildren",-none-,"Владимирская область,Адыгея,Калужская область",,"select  create_date::date as ds
    , case when 'Москва,Московская область' like '%'||cl.region||'%' then 'target' 
        else cl.region        end as region
    , count(distinct co.deliveryorder_id) as y        
from dma.current_order  co
join DMA.current_order_item
    using(deliveryorder_id)
join dma.current_microcategories cm
    using(microcat_id)
join dma.current_locations cl 
    on  co.buyer_location_id = cl.location_id
where     true
    and ('Владимирская область,Адыгея,Калужская область' like '%'||cl.region||'%' or 'Москва,Московская область' like '%'||cl.region||'%')
    and create_date > current_date - 366*4
    and pay_date is not null
    and vertical = 'General'
    and logical_category in ('General.Electronics','General.Fashion','General.GoodsForChildren')
group by 1,2 ",,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.95, 'growth': 'linear', 'holidays_prior_scale': 0.1}",,
goods_2023_t1_regexp_fash_electr_cross,Нижний Новгород,2023-03-06,2023-03-31,buyers,General,General.Electronics,,"Самара,Воронеж,Пермь",,"with full_data as 
(
select * from public.gfpopova_user_cs_contacts_locations_20_22
where logical_category = 'General.Electronics'
union all 
select * from public.gfpopova_user_cs_contacts_locations_22_23
where logical_category = 'General.Electronics'
union all 
select EventDate::date as ds
    , csc.Cookie_id
    , csc.User_id
    , logical_category
    , coalesce(loc.coord_city_id, loc.profile_location_id, loc.laas_location_id, loc.items_location_id) as user_location_id
from dma.click_stream_contacts csc 
join DMA.current_microcategories cm using(microcat_id)
left join dma.cookie_user_home_locations loc
                                            on csc.EventDate::date = loc.event_date
                                            and csc.cookie_id = loc.cookie_id
where EventDate::date > '20230301'
    and loc.event_date > '20230301'
    and vertical = 'General'
    and logical_category = 'General.Electronics'
    and user_location_id in (22,346,992,1294,1344,3771,3976,4145)
)
-- select year(ds), region, count(distinct ds) from (
select
    ds,
    (case when 'Нижний Новгород' like '%'||cl.city||'%' then 'target'
    else city end) as region,
    count(distinct hash(Cookie_id,logical_category)) as y 
from full_data csc
    join DMA.current_locations cl on csc.user_location_id = cl.location_id
where true
    and country =  'все регионы'
    and user_id not in (select user_id from dma.current_user where isTest)
    and city in ('Нижний Новгород','Самара','Пермь','Воронеж')
group by 1,2 
-- ) _ group by 1,2 
order by 1,2",,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.95, 'growth': 'linear', 'holidays_prior_scale': 0.1}",,
Media_Auto_T1_sellers_mar_apr23_reg_c2c,"Москва,Московская область,Санкт-Петербург,Ленинградская область",2023-03-13,2023-04-30,items_started,Transport,Transport.UsedCars,-none-,,any,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.95, 'growth': 'linear', 'holidays_prior_scale': 0.1}",,
b2b_brand_common_Jun_July_22,Any,2022-06-01,2022-07-10,new listers,General,Any,-none-,,,"with users_logcats as (
    select ci.user_id, 
        ci.item_id,
        cm.logical_category_id, 
        ci.StartTime::date as event_date,
        ci.location_id,
        row_number() over (partition by ci.user_id, cm.logical_category_id order by ci.StartTime asc) as rnk
    from DMA.current_item ci 
    join DMA.current_microcategories cm using(Microcat_id)
    where (not ci.isdead or datediff('day', ci.StartTime, ci.death_date) >= 30)
        and ci.StartTime >= '20190101'
        and vertical = 'General'
)
select event_date::date as ds,
    'target' as region, 
    count(distinct user_id) as y
from users_logcats ld
join DMA.current_locations cl on cl.location_id = ld.location_id
where rnk = 1 
    and event_date >= '20190101'
    and country = 'все регионы'
group by 1",,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.95, 'growth': 'linear', 'holidays_prior_scale': 0.1}",,
goods_2022_03_summer_things,"Татарстан,Дагестан,Иркутская область,Хабаровский край,Калининградская область,Тамбовская область,Коми,Мурманская область,Кабардино-Балкария,Хакасия,Костромская область",2022-03-17,2022-03-31,paid_orders,General,General.Fashion,"Челябинская область,Нижегородская область,Алтайский край,Приморский край,Ярославская область,Кировская область,Липецкая область,Рязанская область,Ивановская область,Амурская область,Карачаево-Черкесия,Магаданская область,Свердловская область,Кемеровская область,Воронежская область,Чеченская Республика,Владимирская область,Вологодская область,Саха (Якутия),Смоленская область,Северная Осетия,Псковская область,Ингушетия,Ненецкий АО,Башкортостан,Красноярский край,Саратовская область,Ханты-Мансийский АО,Чувашия,Пензенская область,Калужская область,Мордовия,Ямало-Ненецкий АО,Новгородская область,Сахалинская область,Чукотский АО,Самарская область,Ставропольский край,Омская область,Оренбургская область,Тюменская область,Тверская область,Архангельская область,Забайкальский край,Бурятия,Курганская область,Камчатский край,Тыва,Москва,Санкт-Петербург,Московская область,Краснодарский край,Ростовская область,Волгоградская область,Крым,Ленинградская область,Белгородская область,Курская область,Брянская область,Астраханская область,Орловская область,Адыгея,Калмыкия",,,"select  create_date::date as ds
    , case when 'Татарстан,Дагестан,Иркутская область,Хабаровский край,Калининградская область,Тамбовская область,Коми,Мурманская область,Кабардино-Балкария,Хакасия,Костромская область' like '%'||cl.region ||'%' then 'target' 
        else cl.region        end as region
    , count(distinct co.deliveryorder_id) as y        
from dma.current_order  co
join DMA.current_order_item
    using(deliveryorder_id)
join dma.current_microcategories cm
    using(microcat_id)
join dma.current_locations cl 
    on  co.buyer_location_id = cl.location_id
where     true
    and 'Челябинская область,Нижегородская область,Алтайский край,Приморский край,Ярославская область,Кировская область,Липецкая область,Рязанская область,Ивановская область,Амурская область,Карачаево-Черкесия,Магаданская область,Свердловская область,Кемеровская область,Воронежская область,Чеченская Республика,Владимирская область,Вологодская область,Саха (Якутия),Смоленская область,Северная Осетия,Псковская область,Ингушетия,Ненецкий АО,Башкортостан,Красноярский край,Саратовская область,Ханты-Мансийский АО,Чувашия,Пензенская область,Калужская область,Мордовия,Ямало-Ненецкий АО,Новгородская область,Сахалинская область,Чукотский АО,Самарская область,Ставропольский край,Омская область,Оренбургская область,Тюменская область,Тверская область,Архангельская область,Забайкальский край,Бурятия,Курганская область,Камчатский край,Тыва,Москва,Санкт-Петербург,Московская область,Краснодарский край,Ростовская область,Волгоградская область,Крым,Ленинградская область,Белгородская область,Курская область,Брянская область,Астраханская область,Орловская область,Адыгея,Калмыкия' not like '%'||cl.region||'%' 
    and create_date > current_date - 366*4
    and pay_date is not null
    and vertical = 'General'
    and logical_category = 'General.Fashion'
group by 1,2 ",,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.95, 'growth': 'linear', 'holidays_prior_scale': 1.0}","cl_Новосибирская область,cl_Карелия,cl_Пермский край,cl_Тульская область,cl_Удмуртия,cl_Республика Алтай,cl_Марий Эл",
CPT_goods_2022_hobby,"Владимирская область,Калужская область, Нижегородская область, Ростовская область,  Самарская область,Свердловская область, Тверская область,Тульская область,Ярославская область",2022-10-04,2022-10-18,seller_delivery_orders_performed,General,General.Hobby,-none-,,,"select create_date::date as ds
    , case when 'Владимирская область,Калужская область, Нижегородская область, Ростовская область,  Самарская область,Свердловская область, Тверская область,Тульская область,Ярославская область' like '%'||cl.region||'%' then 'target' 
        else cl.region end as region
    , count(distinct deliveryorder_id)  as y 
from dma.tv_current_order_full_mini cof 
join dma.current_microcategories using(microcat_id) 
join dma.current_locations cl on cof.seller_location_id = cl.Location_id
where create_date::date >= '2018-07-01' 
and (subcategory_id = 37 or subcategory_id = 52) 
and pay_date is not null
group by 1,2
",,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.95, 'growth': 'linear', 'holidays_prior_scale': 1.0}",cl_Башкортостан,
goods_2021_08_back2school,"Москва,Московская область",2021-08-16,2021-09-09,paid_orders,General,General.Fashion,-none-,"Владимирская область,Адыгея,Калужская область",,"select  create_date::date as ds
    , case when 'Москва,Московская область' like '%'||cl.region||'%' then 'target' 
        else cl.region        end as region
    , count(distinct co.deliveryorder_id) as y        
from dma.current_order  co
join DMA.current_order_item
    using(deliveryorder_id)
join dma.current_microcategories cm
    using(microcat_id)
join dma.current_locations cl 
    on  co.buyer_location_id = cl.location_id
where     true
    and ('Владимирская область,Адыгея,Калужская область' like '%'||cl.region||'%' or 'Москва,Московская область' like '%'||cl.region||'%')
    and create_date > current_date - 366*4
    and pay_date is not null
    and vertical = 'General'
    and logical_category = 'General.Fashion'
group by 1,2",,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.95, 'growth': 'linear', 'holidays_prior_scale': 1.0}",,
goods_2022_11_perecherknutyye_tseny,Курганская область,2022-11-16,2022-12-11,buyers,General,General.Electronics,"Краснодарский край,Свердловская область,Татарстан,Ростовская область,Самарская область,Новосибирская область,Башкортостан,Пермский край,Воронежская область,Красноярский край,Кемеровская область,Иркутская область,Крым,Тюменская область,Удмуртия,Белгородская область,Оренбургская область,Кировская область,Владимирская область,Чувашия,Ивановская область,Брянская область,Томская область,Мурманская область,Смоленская область,Архангельская область,Хабаровский край,Костромская область,Амурская область,Бурятия,Ямало-Ненецкий АО,Еврейская АО",Алтайский край,,"select
    EventDate::date as ds,
    (case when region = 'Курганская область' then 'target' else region end) as region,
    count(distinct Cookie_id) as y 
from DMA.click_stream_contacts csc 
    join DMA.current_microcategories cm using(microcat_id)
    join DMA.current_locations cl using(location_id)
where true
    and EventDate::date >= '20190101' 
    AND logical_category = 'General.Electronics'
    and country =  'все регионы' 
    and user_id not in (select user_id from dma.current_user where isTest)
    and region in ('Курганская область','Алтайский край'
    )
group by 1,2
order by 1,2",,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.95, 'growth': 'linear', 'holidays_prior_scale': 10.0}",,
goods_2022_04_delivery_to_sellers,"Новосибирская область,Пермский край,Дагестан,Ульяновская область,Тверская область,Чувашия,Калужская область,Липецкая область,Саха (Якутия),Республика Алтай",2022-04-01,2022-04-24,paid_orders,General,Any,"Башкортостан,Воронежская область,Кемеровская область,Рязанская область,Мурманская область,Смоленская область,Томская область,Камчатский край,Еврейская АО,Магаданская область",,,"select  create_date::date as ds
        , case when 'Новосибирская область,Пермский край,Дагестан,Ульяновская область,Тверская область,Чувашия,Калужская область,Липецкая область,Саха (Якутия),Республика Алтай' like '%'||cl.region||'%' then 'target' 
            else cl.region        end as region
        , count(distinct co.deliveryorder_id) as y        
    from dma.current_order  co
    join DMA.current_order_item
        using(deliveryorder_id)
    join dma.current_microcategories cm
        using(microcat_id)
    join dma.current_locations cl 
        on  co.buyer_location_id = cl.location_id
    where     true
        and 'Башкортостан,Воронежская область,Кемеровская область,Рязанская область,Мурманская область,Смоленская область,Томская область,Камчатский край,Еврейская АО,Магаданская область' not like '%'||cl.region||'%'
        and create_date > current_date - 366*3 -50
        and pay_date is not null
        and vertical = 'General'
    group by 1,2   ",,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.95, 'growth': 'linear', 'holidays_prior_scale': 10.0}","cl_Чеченская Республика,cl_Нижегородская область,cl_Татарстан,cl_Забайкальский край,cl_Псковская область,cl_Алтайский край,cl_Вологодская область",
SE_June-July_22,"Краснодар,Ростов-на-Дону,Казань",2022-06-06,2022-07-31,buyers,Services,Services.EventsAndEntertainment,"Москва,Московская область,Санкт-Петербург,Ленинградская область",,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.95, 'growth': 'linear', 'holidays_prior_scale': 10.0}","cl_Брянская область,cl_Нижегородская область,cl_Северодвинск",
goods_2022_02_delivery_olv_vs_banner,"Краснодарский край,Свердловская область,Башкортостан,Самарская область,Дагестан,Кемеровская область,Саратовская область,Тюменская область,Ханты-Мансийский АО,Удмуртия,Белгородская область,Калининградская область,Вологодская область,Рязанская область,Ульяновская область",2022-02-11,2022-03-06,paid_orders,General,Any,"Ростовская область,Татарстан,Челябинская область,Нижегородская область,Ставропольский край,Новосибирская область,Воронежская область,Волгоградская область,Иркутская область,Алтайский край,Омская область,Ярославская область,Оренбургская область,Тульская область,Владимирская область",,,"select  create_date::date as ds
    , case when 'Краснодарский край,Свердловская область,Башкортостан,Самарская область,Дагестан,Кемеровская область,Саратовская область,Тюменская область,Ханты-Мансийский АО,Удмуртия,Белгородская область,Калининградская область,Вологодская область,Рязанская область,Ульяновская область' like '%'||cl.region ||'%' then 'target' 
        else cl.region        end as region
    , count(distinct co.deliveryorder_id) as y        
from dma.current_order  co
join DMA.current_order_item
    using(deliveryorder_id)
join dma.current_microcategories cm
    using(microcat_id)
join dma.current_locations cl 
    on  co.buyer_location_id = cl.location_id
where     true
    and 'Ростовская область,Татарстан,Челябинская область,Нижегородская область,Ставропольский край,Новосибирская область,Воронежская область,Волгоградская область,Иркутская область,Алтайский край,Омская область,Ярославская область,Оренбургская область,Тульская область,Владимирская область' not like '%'||cl.region||'%' 
    and create_date > current_date - 366*4
    and pay_date is not null
    and vertical = 'General'
group by 1,2 ","select create_date::date as ds, avg(delivery_revenue) as delivery_price, case when create_date::date>'2021-10-16' then 1 else 0 end as after_test_period from dma.current_order where workflow = 'delivery-c2c' and perform_date is not null and create_date::date >= '2019-01-01' group by 1,3 order by 1","{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.1, 'changepoint_range': 0.95, 'growth': 'linear', 'holidays_prior_scale': 10.0}","cl_Пермский край,cl_Кировская область,cl_Крым,cl_Камчатский край,cl_Курганская область,cl_Северная Осетия,cl_Красноярский край",
services_regional_onlyperf_09_01,"Татарстан,Приморский край,Красноярский край",2022-09-07,2022-10-07,user_item_view,Services,Any,"Краснодарский край,Свердловская область,Тюменская область,Ленинградская область,Ростовская область,Санкт-Петербург",,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.5, 'changepoint_range': 0.8, 'growth': 'linear', 'holidays_prior_scale': 0.01}","cl_Астраханская область,cl_Астрахань,cl_Тольятти,cl_Махачкала,cl_Нальчик,cl_Барнаул,cl_Петрозаводск",
goods_2021_08_back2school,"Свердловская область,Челябинская область,Тюменская область",2021-08-16,2021-09-09,buyers,General,General.Electronics,-none-,"Омская область,Томская область,Курганская область",,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.5, 'changepoint_range': 0.8, 'growth': 'linear', 'holidays_prior_scale': 0.01}",,
goods_2022_12_dekabrskaya_rk,Башкортостан,2022-12-12,2022-12-28,items_started,General,Any,"Челябинская область,Омская область,Калининградская область,Тульская область,Курганская область,Москва,Московская область,Санкт-Петербург,Ленинградская область,Свердловская область,Ставропольский край,Тюменская область",,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.5, 'changepoint_range': 0.8, 'growth': 'linear', 'holidays_prior_scale': 0.01}","cl_Удмуртия,cl_Барнаул,cl_Ижевск,cl_Бердск,cl_Казань,cl_Ульяновск,cl_Вологда",
TS_2022_11,"Волгоградская область,Саратовская область",2022-11-03,2022-12-10,buyers,Any,Any,-none-,,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.5, 'changepoint_range': 0.8, 'growth': 'linear', 'holidays_prior_scale': 0.01}",,
RE_RRE_top20_May_2022,"Санкт-Петербург,Ленинградская область,Новосибирская область,Свердловская область,Татарстан,Нижегородская область,Челябинская область",2022-05-06,2022-05-31,item_view,Realty,Realty.SecondarySell,"Самарская область,Омская область,Ростовская область,Башкортостан,Красноярский край,Воронежская область,Пермский край,Волгоградская область,Краснодарский край,Саратовская область,Тюменская область,Удмуртия,Алтайский край",,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.5, 'changepoint_range': 0.8, 'growth': 'linear', 'holidays_prior_scale': 0.01}","cl_Ульяновская область,cl_Грозный,cl_Калининградская область,cl_Ставропольский край,cl_Томская область,cl_Каспийск",
SE_June-July_22,"Санкт-Петербург,Ленинградская область",2022-06-06,2022-07-31,buyers,Services,Services.MajorRepair,"Москва,Московская область,Краснодарский край,Ростовская область",,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.5, 'changepoint_range': 0.8, 'growth': 'linear', 'holidays_prior_scale': 0.01}","cl_Улан-Удэ,cl_Красноярский край,cl_Казань,cl_Кировская область,cl_Нижегородская область,cl_Курган",
SE_April_22,Казань,2022-05-01,2022-05-31,item_view,Services,"Services.TransportationAndDelivery,Services.MinorRepair,Services.HealthAndBeauty,Services.Appliances,Services.MajorRepair","Москва,Санкт-Петербург,Краснодар,Ростов-на-Дону",,,,,"{'seasonality_mode': 'multiplicative', 'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.5, 'changepoint_range': 0.8, 'growth': 'linear', 'holidays_prior_scale': 0.01}","cl_Балашиха,cl_Кызыл,cl_Тюмень,cl_Смоленск,cl_Сызрань,cl_Ставрополь,cl_Энгельс",
